time,ax,ay,az,aT
2.751000,0.0507,0.0095,0.7225,0.724
2.757000,0.0313,0.0236,0.8042,0.805
2.762000,0.0505,0.0564,0.7618,0.766
2.766000,0.0637,0.0146,0.7997,0.802
2.770000,0.0318,0.0400,0.8025,0.804
2.775000,0.0551,-0.0263,0.7515,0.754
2.780000,0.0585,0.0357,0.7502,0.753
2.785000,0.0435,0.0049,0.8024,0.804
2.790000,0.0813,0.0156,0.7768,0.781
2.802000,0.0535,-0.0138,0.7917,0.794
2.804000,0.0438,0.0015,0.8170,0.818
2.808000,0.0739,0.0197,0.8761,0.879
2.809000,0.0752,-0.0059,0.7896,0.793
2.826000,0.0843,-0.0098,0.7368,0.742
2.828000,0.0879,-0.0236,0.8480,0.853
2.828000,0.0786,0.0365,0.7806,0.785
2.829000,0.0464,0.0040,0.7318,0.733
2.835000,0.0274,-0.0092,0.8536,0.854
2.841000,0.0431,0.0150,0.7763,0.778
2.846000,0.0744,-0.0065,0.8034,0.807
2.850000,0.0078,0.0187,0.8339,0.834
2.855000,0.0466,-0.0261,0.8843,0.886
2.860000,0.0513,-0.0034,0.8452,0.847
2.865000,0.0526,0.0130,0.8215,0.823
2.869000,0.0429,0.0082,0.8841,0.885
2.875000,0.0421,0.0630,0.8237,0.827
2.881000,0.0489,0.0277,0.8733,0.875
2.884000,0.0184,0.0527,0.7596,0.762
2.889000,0.0159,0.0273,0.8596,0.860
2.896000,-0.0021,-0.0193,0.7394,0.740
2.900000,-0.0513,-0.0151,0.8313,0.833
2.904000,-0.0047,-0.0146,0.7661,0.766
2.909000,0.0370,-0.0284,0.7465,0.748
2.914000,0.0597,0.0164,0.7627,0.765
2.919000,0.0521,-0.0027,0.7940,0.796
2.925000,0.0099,-0.0127,0.7576,0.758
2.929000,0.0270,-0.0308,0.7903,0.791
2.934000,0.0387,0.0036,0.7003,0.701
2.940000,0.0242,-0.0120,0.7838,0.784
2.952000,0.0376,-0.0102,0.7246,0.726
2.954000,0.0640,0.0161,0.7217,0.725
2.956000,0.0481,0.0174,0.7411,0.743
2.958000,0.0153,0.0076,0.6849,0.685
2.975000,0.0225,-0.0199,0.6918,0.692
2.977000,0.0291,-0.0184,0.6862,0.687
2.978000,-0.0083,0.0026,0.6438,0.644
2.979000,0.0057,0.0162,0.6473,0.648
2.983000,-0.0089,0.0234,0.6134,0.614
2.989000,-0.0225,0.0068,0.7054,0.706
2.993000,0.0212,0.0171,0.6536,0.654
2.999000,0.0308,0.0131,0.5853,0.586
3.003000,0.0249,0.0204,0.6170,0.618
3.008000,0.0319,-0.0047,0.6482,0.649
3.014000,0.0422,-0.0118,0.5596,0.561
3.018000,0.0177,-0.0073,0.6063,0.607
3.023000,0.0269,0.0166,0.6177,0.619
3.029000,0.0773,0.0225,0.5998,0.605
3.033000,0.0729,-0.0068,0.5843,0.589
3.038000,0.0612,-0.0149,0.4944,0.498
3.048000,0.0690,-0.0221,0.5677,0.572
3.052000,0.0569,-0.0088,0.5205,0.524
3.059000,0.0420,-0.0018,0.5512,0.553
3.063000,0.0195,-0.0005,0.5120,0.512
3.068000,0.0230,-0.0218,0.5052,0.506
3.072000,0.0224,-0.0560,0.5783,0.581
3.079000,0.0094,0.0075,0.4722,0.472
3.083000,0.0086,0.0386,0.5157,0.517
3.087000,0.0168,0.0213,0.5972,0.598
3.092000,0.0265,0.0250,0.4863,0.488
3.101000,0.0861,0.0036,0.4728,0.481
3.102000,0.1019,0.0387,0.4874,0.499
3.109000,0.1300,0.0122,0.5032,0.520
3.130000,0.1166,0.0001,0.3808,0.398
3.132000,0.0836,-0.0492,0.3827,0.395
3.133000,0.0305,-0.0124,0.2278,0.230
3.134000,-0.0858,-0.1127,0.5639,0.581
3.135000,-0.1377,-0.0443,0.3204,0.352
3.138000,-0.0997,0.0120,0.3648,0.378
3.142000,-0.1679,0.0274,0.3313,0.372
3.147000,-0.0878,0.0616,0.5134,0.525
3.152000,-0.1134,0.0922,0.3676,0.396
3.157000,-0.0906,0.0750,0.4073,0.424
3.162000,-0.0441,0.0253,0.4464,0.449
3.166000,-0.0602,0.0365,0.3727,0.379
3.171000,0.0681,-0.0271,0.3553,0.363
3.176000,0.0461,-0.0470,0.3324,0.339
3.182000,0.0921,-0.1151,0.3974,0.424
3.188000,0.2041,-0.0704,0.3030,0.372
3.191000,0.1423,-0.1130,0.3608,0.404
3.204000,0.1020,-0.0783,0.3178,0.343
3.205000,0.1100,-0.0160,0.2180,0.245
3.208000,0.0300,-0.0097,0.2580,0.260
3.230000,-0.0093,0.0382,0.2395,0.243
3.232000,0.0098,-0.0146,0.2435,0.244
3.232000,0.0294,-0.0610,0.1562,0.170
3.233000,0.0692,-0.0026,0.3071,0.315
3.234000,0.1422,-0.0911,0.1666,0.237
3.236000,0.1108,-0.0941,0.1414,0.203
3.241000,0.0416,-0.0605,0.1071,0.130
3.246000,0.0216,-0.0327,0.1951,0.199
3.251000,-0.0579,-0.0210,0.0647,0.089
3.255000,-0.0567,0.0064,0.1459,0.157
3.262000,-0.0931,-0.0275,0.1574,0.185
3.266000,-0.1433,-0.0501,0.0864,0.175
3.270000,-0.1311,0.0004,0.1798,0.223
3.276000,-0.1047,-0.0202,0.0877,0.138
3.280000,-0.0949,0.0392,0.1961,0.221
3.285000,-0.0714,0.0694,0.0924,0.136
3.290000,0.0164,0.0482,0.1130,0.124
3.295000,0.0477,0.0116,0.0863,0.099
3.301000,0.0253,0.0354,0.1701,0.176
3.305000,0.0330,0.0034,0.0210,0.039
3.311000,0.0904,-0.0127,0.1587,0.183
3.315000,0.0218,-0.0427,0.0791,0.092
3.319000,0.0057,0.0046,0.0565,0.057
3.324000,-0.0286,-0.0053,0.1328,0.136
3.330000,-0.0206,0.0152,0.1273,0.130
3.334000,-0.0401,0.0330,0.0617,0.081
3.339000,-0.0144,0.0263,0.2494,0.251
3.352000,0.0031,0.0104,0.0314,0.033
3.353000,0.0502,0.0268,0.1132,0.127
3.354000,0.0637,0.0477,0.1142,0.139
3.373000,0.0385,0.0342,0.0179,0.055
3.375000,0.0385,0.0341,0.0371,0.063
3.375000,-0.0044,0.0268,0.0616,0.067
3.376000,0.0006,0.0270,0.0344,0.044
3.382000,-0.0086,-0.0364,0.1167,0.123
3.384000,0.0211,-0.0357,0.0157,0.044
3.388000,0.0874,-0.0410,0.0747,0.122
3.394000,0.0748,-0.0374,0.0889,0.122
3.398000,0.0789,-0.0158,0.0105,0.081
3.403000,0.0685,-0.0279,0.0413,0.085
3.408000,0.0706,-0.0523,0.0911,0.127
3.414000,0.0579,-0.0834,0.0335,0.107
3.418000,0.0681,-0.0955,0.0404,0.124
3.423000,0.0664,-0.0985,0.0469,0.128
3.428000,0.0429,-0.0806,-0.0022,0.091
3.434000,0.0182,-0.0785,0.0621,0.102
3.438000,0.0230,-0.0543,0.1007,0.117
3.444000,-0.0188,-0.0155,0.0829,0.086
3.450000,-0.0406,0.0004,0.1134,0.120
3.453000,-0.0204,0.0162,0.1770,0.179
3.458000,-0.0353,0.0345,0.1126,0.123
3.462000,-0.0068,0.0049,0.0676,0.068
3.467000,0.0203,-0.0233,0.1017,0.106
3.474000,0.0071,-0.0363,0.0445,0.058
3.483000,0.0017,-0.0359,0.0785,0.086
3.485000,-0.0192,-0.0013,-0.0052,0.020
3.490000,-0.0522,-0.0082,0.0726,0.090
3.509000,-0.0517,-0.0222,0.1215,0.134
3.511000,-0.0202,-0.0112,0.0966,0.099
3.511000,0.0093,0.0218,0.0931,0.096
3.512000,-0.0226,0.0279,0.1019,0.108
3.517000,-0.0378,0.0292,-0.0392,0.062
3.523000,-0.0249,-0.0226,0.0854,0.092
3.527000,-0.0268,-0.0394,0.0310,0.057
3.533000,-0.0098,-0.0148,-0.0249,0.031
3.537000,0.0023,-0.0061,0.1130,0.113
3.544000,0.0414,-0.0201,0.0267,0.053
3.548000,0.0423,-0.0115,0.0307,0.054
3.552000,0.0869,0.0044,0.1449,0.169
3.557000,0.1115,-0.0172,0.1017,0.152
3.562000,0.0847,-0.0439,0.0621,0.114
3.567000,0.0905,-0.0570,0.0909,0.140
3.572000,0.0909,-0.0255,-0.0121,0.095
3.581000,0.0747,-0.0164,0.0294,0.082
3.586000,0.0708,-0.0588,0.0441,0.102
3.587000,0.0472,-0.0652,0.0471,0.093
3.592000,0.0419,-0.0564,0.0559,0.090
3.610000,0.0178,-0.0387,-0.0269,0.050
3.611000,-0.0357,0.0052,0.0914,0.098
3.612000,0.0009,-0.0041,0.1728,0.173
3.615000,-0.0087,0.0726,-0.0226,0.077
3.616000,0.0565,0.0927,0.0913,0.142
3.622000,0.0526,0.0467,0.1831,0.196
3.627000,0.0640,0.0582,-0.0207,0.089
3.632000,0.1047,-0.0189,0.0799,0.133
3.635000,0.0106,-0.0882,-0.0154,0.090
3.644000,-0.0375,-0.1201,-0.2170,0.251
3.646000,-0.1492,-0.1217,0.2929,0.351
3.651000,-0.1458,-0.0343,-0.0514,0.158
3.656000,-0.1641,-0.0167,-0.1228,0.206
3.661000,-0.1787,0.0873,0.1107,0.228
3.665000,-0.1409,0.0940,0.2054,0.266
3.672000,-0.0449,0.1701,-0.1329,0.220
3.678000,-0.0536,0.0971,0.1676,0.201
3.680000,-0.0058,0.0153,0.1513,0.152
3.685000,0.0138,-0.0421,-0.1027,0.112
3.695000,0.0449,-0.0759,0.0834,0.121
3.700000,0.1184,-0.1096,-0.0714,0.176
3.702000,0.1951,-0.1363,-0.0486,0.243
3.705000,0.1436,-0.1225,0.1688,0.253
3.710000,0.2101,-0.0549,-0.1133,0.245
3.715000,0.1224,0.0490,0.2134,0.251
3.720000,0.0722,0.0408,0.0334,0.089
3.730000,0.0128,0.0068,0.1240,0.125
3.731000,-0.0101,-0.0205,0.2075,0.209
3.734000,0.0422,-0.0109,-0.0824,0.093
3.739000,0.0977,-0.0335,-0.0168,0.105
3.749000,0.0404,-0.0667,0.0431,0.089
3.749000,0.0276,-0.0715,-0.0850,0.114
3.755000,0.0443,-0.0753,0.0085,0.088
3.762000,-0.0890,-0.0541,0.0922,0.139
3.765000,-0.0417,0.0281,0.0375,0.063
3.769000,-0.0815,0.0268,0.0593,0.104
3.774000,-0.0743,0.0505,0.1331,0.161
3.779000,-0.0417,0.0392,0.0525,0.078
3.785000,-0.0657,0.0069,0.0082,0.067
3.793000,-0.0207,0.0422,0.1108,0.120
3.794000,-0.0601,0.0119,-0.0032,0.061
3.799000,-0.0004,-0.0207,-0.0222,0.030
3.804000,-0.0157,-0.0269,0.0597,0.067
3.809000,-0.0196,-0.0053,-0.0147,0.025
3.814000,0.0367,-0.0364,-0.0233,0.057
3.824000,0.0902,-0.0318,0.0898,0.131
3.825000,0.1027,0.0053,0.0093,0.103
3.830000,0.0668,0.0209,0.0408,0.081
3.833000,-0.0058,0.0261,0.1556,0.158
3.839000,-0.0896,0.0244,0.0876,0.128
3.847000,-0.0929,0.0175,0.0116,0.095
3.853000,-0.0599,0.0275,0.0564,0.087
3.855000,-0.0261,0.0217,0.0536,0.063
3.864000,0.0181,-0.0059,-0.0349,0.040
3.865000,0.0608,-0.0292,-0.0217,0.071
3.868000,0.0902,0.0085,0.0591,0.108
3.873000,0.0712,0.0218,0.0307,0.081
3.884000,0.0183,0.0392,-0.0136,0.045
3.885000,-0.0465,0.0307,0.1401,0.151
3.888000,-0.0380,0.0131,0.0543,0.068
3.893000,0.0139,-0.0085,0.0233,0.028
3.898000,0.0383,-0.0618,0.1249,0.145
3.904000,0.0572,-0.0850,-0.0315,0.107
3.914000,0.1005,-0.0404,-0.0703,0.129
3.915000,0.1078,-0.0372,0.0028,0.114
3.917000,0.0631,-0.0746,-0.0105,0.098
3.923000,0.0530,-0.0853,-0.0025,0.100
3.928000,0.0798,-0.0851,0.0721,0.137
3.932000,0.0592,-0.0767,0.0989,0.138
3.943000,0.0314,-0.0309,0.1024,0.112
3.946000,0.0341,0.0139,0.0765,0.085
3.950000,0.0097,0.0042,0.0187,0.021
3.954000,-0.0218,0.0004,0.0872,0.090
3.962000,-0.0216,-0.0097,0.0048,0.024
3.967000,-0.0477,-0.0091,0.0308,0.058
3.981000,-0.0645,-0.0228,0.0801,0.105
3.982000,-0.0579,-0.0005,0.0351,0.068
3.986000,-0.0220,0.0055,0.0537,0.058
3.987000,-0.0233,0.0109,0.0124,0.029
4.006000,-0.0071,-0.0083,0.0195,0.022
4.009000,0.0063,-0.0113,0.0850,0.086
4.011000,0.0006,-0.0258,0.0396,0.047
4.013000,-0.0337,-0.0184,0.0075,0.039
4.014000,-0.0415,0.0403,0.1087,0.123
4.016000,-0.0621,0.0042,-0.0303,0.069
4.022000,-0.0360,-0.0170,0.0281,0.049
4.027000,-0.0523,-0.0143,0.0886,0.104
4.031000,-0.0181,-0.0245,-0.0516,0.060
4.037000,-0.0109,-0.0698,-0.0102,0.071
4.042000,-0.0002,-0.0492,0.0837,0.097
4.047000,-0.0172,-0.0263,0.0299,0.043
4.052000,0.0622,0.0008,-0.0053,0.062
4.056000,0.0790,0.0097,0.1563,0.175
4.061000,0.1199,0.0309,-0.0503,0.134
4.066000,0.0685,-0.0319,0.0626,0.098
4.072000,0.0931,0.0080,0.0655,0.114
4.077000,0.0384,-0.0274,0.0115,0.049
4.082000,0.0309,-0.0500,0.0352,0.068
4.087000,0.0223,-0.0780,-0.0268,0.085
4.098000,-0.0269,-0.0717,-0.0113,0.077
4.099000,0.0403,-0.0262,0.0754,0.089
4.102000,0.0139,-0.0457,-0.0988,0.110
4.105000,0.0210,0.0442,0.1548,0.162
4.133000,0.0074,0.0071,0.0571,0.058
4.136000,0.0207,0.0616,-0.0404,0.077
4.137000,-0.0025,0.0347,0.1460,0.150
4.138000,0.0116,0.0247,0.1201,0.123
4.138000,0.0977,0.0337,-0.1373,0.172
4.139000,0.0737,-0.0473,0.0471,0.099
4.141000,0.0614,-0.0552,-0.0100,0.083
4.147000,-0.0336,-0.1606,-0.0279,0.166
4.150000,-0.0857,-0.1267,0.1004,0.183
4.156000,-0.1128,-0.0914,0.0822,0.167
4.162000,-0.1102,-0.0310,-0.0458,0.123
4.166000,-0.1276,0.0602,0.1048,0.176
4.170000,-0.0744,0.1352,0.1258,0.199
4.175000,-0.0651,0.1308,-0.0633,0.159
4.180000,-0.0237,0.0579,0.1894,0.199
4.186000,-0.0357,0.0579,0.0145,0.070
4.192000,-0.0276,0.0427,-0.0353,0.062
4.199000,-0.0014,-0.0531,0.0536,0.075
4.200000,0.0258,-0.0579,-0.0203,0.067
4.205000,0.1240,-0.0627,0.1006,0.172
4.211000,0.1200,-0.0617,-0.0947,0.165
4.216000,0.1563,-0.0244,0.1057,0.190
4.220000,0.1446,0.0307,0.1595,0.217
4.232000,0.0649,0.0173,-0.0114,0.068
4.234000,-0.0038,-0.0075,0.0629,0.063
4.235000,-0.0188,-0.0725,0.0965,0.122
4.239000,-0.0354,-0.0766,-0.0793,0.116
4.257000,0.0283,-0.0456,0.0632,0.083
4.260000,0.0495,-0.0772,0.0401,0.100
4.261000,0.0838,-0.0760,-0.1085,0.157
4.262000,0.0471,-0.0764,0.0924,0.129
4.265000,-0.0217,-0.0142,0.0798,0.084
4.270000,-0.0408,0.0080,-0.0623,0.075
4.275000,-0.0635,0.0220,0.0483,0.083
4.283000,-0.0780,-0.0024,0.0862,0.116
4.284000,-0.0774,-0.0042,-0.0182,0.080
4.289000,-0.0391,-0.0067,0.0262,0.048
4.294000,-0.0410,0.0020,0.0456,0.061
4.299000,-0.0452,-0.0023,0.0070,0.046
4.304000,-0.0087,-0.0179,-0.0726,0.075
4.309000,0.0010,-0.0241,-0.0074,0.025
4.314000,0.0521,0.0086,0.0521,0.074
4.319000,0.0887,0.0181,-0.0003,0.091
4.325000,0.0707,0.0368,0.0294,0.085
4.329000,0.0786,0.0269,0.1098,0.138
4.334000,0.0349,0.0370,0.0498,0.071
4.338000,-0.0109,0.0639,0.0632,0.091
4.344000,-0.0320,0.0315,0.1421,0.149
4.349000,-0.0389,0.0294,-0.0024,0.049
4.353000,-0.0512,0.0518,0.0309,0.079
4.364000,-0.0704,0.0250,0.0293,0.080
4.368000,-0.0943,0.0037,-0.0611,0.112
4.369000,-0.0710,0.0117,0.1195,0.139
4.402000,-0.0334,0.0259,0.0929,0.102
4.404000,-0.0227,0.0463,-0.0450,0.068
4.404000,-0.0228,0.0457,0.0678,0.085
4.404000,-0.0228,0.0490,0.1343,0.145
4.405000,-0.0509,0.0731,0.0359,0.096
4.405000,-0.0365,0.0431,0.1019,0.117
4.406000,-0.0308,-0.0105,0.0417,0.053
4.413000,-0.0007,-0.0778,0.0186,0.080
4.417000,0.0550,-0.0636,-0.0037,0.084
4.425000,0.0666,-0.0769,-0.0520,0.114
4.428000,0.1161,-0.0808,0.0020,0.141
4.432000,0.1223,-0.1119,-0.0549,0.175
4.438000,0.1046,-0.1265,-0.0004,0.164
4.442000,0.1082,-0.1527,0.1267,0.226
4.447000,0.1312,-0.1033,-0.0162,0.168
4.453000,0.1332,-0.1056,0.0224,0.171
4.463000,0.1576,-0.1183,0.1337,0.238
4.464000,0.1823,-0.0557,-0.1266,0.229
4.467000,0.1592,-0.0920,-0.0298,0.186
4.472000,0.1527,-0.0778,0.1651,0.238
4.483000,0.1395,-0.0622,-0.0516,0.161
4.484000,0.0832,-0.0943,0.0209,0.127
4.486000,0.0717,-0.0892,0.0935,0.148
4.493000,0.0575,-0.1000,-0.0052,0.116
4.497000,0.0038,-0.0691,0.0666,0.096
4.501000,0.0615,-0.0371,0.1458,0.163
4.511000,0.0144,0.0078,-0.0429,0.046
4.512000,-0.0512,0.0082,0.0779,0.094
4.516000,-0.1063,0.0026,0.0780,0.132
4.521000,-0.1719,0.0224,0.0311,0.176
4.526000,-0.1856,0.0468,0.0408,0.196
4.531000,-0.0812,0.0373,-0.1249,0.154
4.537000,-0.1476,0.0441,0.2181,0.267
4.542000,-0.1791,0.0968,0.0352,0.207
4.546000,-0.1294,0.0155,-0.1689,0.213
4.550000,-0.1551,0.0378,0.2591,0.304
4.555000,-0.1041,0.0580,-0.0152,0.120
4.560000,-0.0416,0.0592,-0.0968,0.121
4.564000,-0.0197,0.0546,0.1373,0.149
4.570000,0.0229,-0.0150,0.0286,0.040
4.574000,-0.0504,0.0152,-0.1767,0.184
4.581000,0.0045,-0.0028,0.2719,0.272
4.585000,0.0148,-0.0032,-0.1423,0.143
4.590000,0.0292,-0.0556,0.0581,0.086
4.595000,0.0392,-0.0228,0.0948,0.105
4.601000,0.0600,-0.0544,0.0254,0.085
4.605000,0.1242,-0.0193,-0.0782,0.148
4.611000,0.1025,-0.0690,0.2036,0.238
4.615000,0.1275,-0.0539,-0.0114,0.139
4.620000,0.1619,-0.0325,0.0980,0.192
4.627000,0.1412,-0.0434,0.0613,0.160
4.630000,0.1113,-0.0156,0.0404,0.119
4.636000,0.1178,-0.0066,-0.0323,0.122
4.650000,0.0933,-0.0502,-0.0113,0.106
4.651000,0.0273,-0.1169,0.0694,0.139
4.652000,-0.0445,-0.0900,-0.0055,0.101
4.653000,-0.0389,-0.1196,0.0661,0.142
4.660000,-0.1244,-0.0474,0.1401,0.193
4.664000,-0.1112,-0.0111,-0.0038,0.112
4.670000,-0.0373,-0.0083,0.0326,0.050
4.674000,-0.0051,0.0007,0.1709,0.171
4.679000,-0.0669,-0.0049,0.0792,0.104
4.688000,-0.0576,0.0180,-0.1051,0.121
4.689000,-0.0356,0.0170,0.1391,0.145
4.694000,-0.0636,0.0178,0.0538,0.085
4.702000,-0.0232,0.0299,-0.1393,0.144
4.704000,-0.0369,0.0152,0.1080,0.115
4.710000,-0.0564,-0.0112,0.0608,0.084
4.713000,0.0149,-0.0210,-0.0403,0.048
4.719000,0.0576,-0.0038,0.0922,0.109
4.724000,0.0412,0.0144,0.0845,0.095
4.729000,0.0525,0.0056,0.0006,0.053
4.734000,0.0796,-0.0145,0.0557,0.098
4.742000,0.0473,-0.0273,0.0800,0.097
4.743000,0.0360,-0.0716,0.0136,0.081
4.748000,0.0614,-0.0470,-0.0486,0.091
4.753000,0.0837,-0.0449,0.0193,0.097
4.764000,0.0188,-0.0453,-0.0582,0.076
4.765000,0.0222,-0.0276,-0.0234,0.042
4.768000,0.0578,-0.0696,0.0566,0.107
4.775000,-0.0224,-0.0533,0.0016,0.058
4.778000,-0.0403,-0.0690,0.0067,0.080
4.783000,-0.0761,-0.0350,0.0647,0.106
4.793000,-0.0719,-0.0048,0.0651,0.097
4.794000,-0.0645,-0.0511,-0.0293,0.087
4.798000,-0.0441,-0.0609,0.0467,0.089
4.803000,-0.0168,-0.0222,0.0169,0.033
4.809000,0.0327,-0.0241,-0.1028,0.111
4.812000,0.0721,-0.0441,0.0553,0.101
4.817000,0.0527,-0.0030,0.0469,0.071
4.823000,0.0210,-0.0138,-0.0446,0.051
4.828000,-0.0001,-0.0368,0.0514,0.063
4.834000,-0.0203,-0.0052,0.1027,0.105
4.838000,-0.0095,0.0073,0.0454,0.047
4.843000,0.0339,-0.0271,0.0487,0.065
4.848000,0.0692,-0.0437,0.0777,0.113
4.852000,0.0700,-0.0238,-0.0223,0.077
4.860000,0.0563,0.0012,-0.0105,0.057
4.862000,0.0380,-0.0173,0.1113,0.119
4.868000,0.0437,-0.0371,0.0832,0.101
4.885000,0.0619,-0.0089,0.0160,0.065
4.887000,0.0179,0.0119,0.1140,0.116
4.887000,0.0376,0.0324,0.0616,0.079
4.892000,0.0435,0.0805,-0.0603,0.110
4.897000,-0.0341,0.0643,0.0515,0.089
4.902000,0.0089,0.0341,0.1330,0.138
4.910000,0.0030,0.0047,-0.0546,0.055
4.912000,0.0128,-0.0192,0.0749,0.078
4.917000,0.0207,-0.0556,0.1251,0.138
4.927000,0.0403,-0.0539,-0.1099,0.129
4.928000,0.0267,-0.0452,0.0321,0.062
4.933000,0.0480,-0.0655,0.1139,0.140
4.936000,0.0867,-0.0106,-0.0090,0.088
4.942000,0.0218,-0.0245,0.0745,0.081
4.947000,0.0077,-0.0755,0.1592,0.176
4.953000,-0.0320,-0.0223,-0.1244,0.130
4.963000,-0.0081,-0.0326,0.1194,0.124
4.965000,0.0042,-0.0194,0.0322,0.038
4.967000,0.0368,-0.0349,-0.0562,0.076
4.972000,0.0354,0.0291,0.0134,0.048
4.977000,0.0420,-0.0106,0.0777,0.089
4.980000,0.0475,-0.0489,0.0204,0.071
4.985000,0.0440,-0.0491,0.0473,0.081
4.991000,0.0560,-0.0400,-0.0401,0.080
4.996000,0.0192,-0.0644,0.0929,0.115
5.000000,-0.0200,-0.0628,0.0583,0.088
5.008000,0.0025,-0.0318,-0.0830,0.089
5.011000,0.0270,-0.0644,0.2015,0.213
5.015000,0.0109,-0.0447,-0.0754,0.088
5.020000,0.0051,-0.0796,-0.0094,0.080
5.029000,-0.0043,-0.0906,0.2157,0.234
5.031000,-0.0559,-0.0445,-0.1834,0.197
5.035000,-0.0151,0.0274,0.0197,0.037
5.042000,-0.0568,0.0432,0.1761,0.190
5.045000,-0.0333,-0.0476,-0.1765,0.186
5.050000,-0.0755,0.0094,0.0270,0.081
5.058000,-0.0174,-0.0177,0.2311,0.232
5.061000,0.0378,0.0262,-0.0993,0.109
5.066000,0.0201,-0.0455,0.0651,0.082
5.070000,0.0344,-0.0031,0.1080,0.113
5.077000,0.0438,-0.0539,-0.0750,0.102
5.080000,0.0450,-0.0086,0.0680,0.082
5.085000,-0.0015,-0.0010,-0.0248,0.025
5.090000,-0.0663,-0.0106,0.0541,0.086
5.095000,-0.0195,0.0174,-0.0223,0.034
5.100000,0.0103,-0.0008,-0.0231,0.025
5.106000,0.0072,-0.0098,0.1380,0.139
5.111000,-0.0037,-0.0132,0.0287,0.032
5.116000,0.0455,-0.0128,0.0034,0.047
5.119000,0.0033,-0.0393,0.1629,0.168
5.125000,0.0187,-0.0695,0.0443,0.085
5.131000,0.0543,-0.0571,-0.1146,0.139
5.135000,0.1225,-0.0318,0.1237,0.177
5.143000,0.0715,-0.0109,0.0351,0.080
5.144000,0.1267,-0.0303,-0.0709,0.148
5.149000,0.0686,-0.0680,0.1098,0.146
5.176000,0.0117,-0.0546,-0.0545,0.078
5.177000,-0.0233,-0.0521,0.0264,0.063
5.178000,-0.0230,-0.0509,0.0243,0.061
5.178000,-0.0644,0.0073,0.0172,0.067
5.178000,-0.0644,0.0407,0.0099,0.077
5.185000,-0.0532,0.0102,0.0509,0.074
5.185000,-0.0623,-0.0059,-0.0319,0.070
5.189000,-0.0477,0.0230,0.1244,0.135
5.194000,-0.0301,0.0299,-0.0382,0.057
5.198000,-0.0173,0.0011,-0.0132,0.022
5.206000,-0.0032,0.0301,0.0246,0.039
5.208000,0.0236,0.0331,-0.0100,0.042
5.214000,0.0142,-0.0032,0.0869,0.088
5.218000,0.0072,-0.0125,0.0460,0.048
5.223000,-0.0053,0.0021,0.0064,0.009
5.228000,0.0178,0.0030,0.1256,0.127
5.234000,0.0209,0.0117,0.0764,0.080
5.241000,0.0280,0.0087,0.0156,0.033
5.243000,0.0240,-0.0344,0.1208,0.128
5.249000,0.0600,-0.0457,-0.0305,0.081
5.252000,0.0480,-0.0495,0.0156,0.071
5.267000,0.0431,-0.0280,0.0703,0.087
5.268000,0.0817,-0.0013,-0.0640,0.104
5.268000,0.0847,-0.0197,0.0682,0.111
5.274000,0.0435,-0.0487,0.1232,0.139
5.277000,0.0247,-0.0188,-0.0430,0.053
5.282000,-0.0162,-0.0287,-0.0092,0.034
5.288000,-0.0336,-0.0293,0.0637,0.078
5.293000,-0.0269,-0.0134,-0.0106,0.032
5.298000,-0.0295,-0.0380,0.0211,0.053
5.302000,-0.0505,-0.0369,0.0643,0.090
5.308000,-0.0654,-0.0185,0.0116,0.069
5.312000,-0.0216,-0.0296,-0.0343,0.050
5.322000,-0.0060,-0.0354,-0.0131,0.038
5.322000,-0.0077,-0.0464,0.1305,0.139
5.328000,-0.0131,-0.0314,-0.0342,0.048
5.338000,-0.0245,-0.0171,-0.0306,0.043
5.342000,-0.0465,0.0016,0.1553,0.162
5.347000,-0.0439,0.0400,-0.0484,0.077
5.352000,-0.0053,0.0512,-0.1049,0.117
5.357000,0.0335,0.0108,0.1615,0.165
5.361000,0.0077,0.0092,-0.0635,0.065
5.367000,0.0051,0.0098,-0.0760,0.077
5.378000,-0.0131,-0.0238,0.1211,0.124
5.379000,-0.0296,-0.0082,0.0035,0.031
5.384000,0.0102,-0.0046,0.0117,0.016
5.408000,0.0292,0.0109,0.0705,0.077
5.410000,0.0486,0.0277,0.0378,0.067
5.410000,0.0470,0.0385,0.0976,0.115
5.412000,0.0263,0.0481,-0.0036,0.055
5.412000,0.0512,0.0124,0.1132,0.125
5.413000,0.0668,-0.0206,0.0764,0.104
5.418000,0.1076,0.0088,-0.1217,0.163
5.421000,0.0930,-0.0659,0.1054,0.155
5.426000,0.0639,-0.0157,-0.0131,0.067
5.431000,0.1278,-0.0146,0.0614,0.143
5.436000,0.1075,-0.0250,0.1142,0.159
5.441000,0.1144,0.0110,-0.0630,0.131
5.446000,0.0743,-0.0043,0.0730,0.104
5.451000,0.0259,-0.0200,0.1639,0.167
5.456000,0.0205,-0.0260,-0.0431,0.054
5.461000,0.0772,-0.0527,0.0463,0.104
5.466000,0.0121,-0.0201,0.0751,0.079
5.474000,0.0194,-0.0260,0.0275,0.042
5.476000,0.0248,-0.0085,-0.0800,0.084
5.481000,-0.0343,-0.0303,0.0692,0.083
5.485000,-0.0370,-0.0084,0.0951,0.102
5.497000,-0.0137,-0.0498,-0.0492,0.071
5.498000,-0.0084,-0.0461,0.0750,0.088
5.500000,-0.0130,-0.0125,0.1579,0.159
5.505000,-0.0366,-0.0176,-0.0570,0.070
5.510000,0.0009,-0.0501,0.0053,0.050
5.515000,-0.0166,-0.0185,0.2493,0.251
