time,ax,ay,az,aT
8.266000,0.1161,-0.0312,-0.0997,0.156
8.271000,0.0192,-0.0307,0.0495,0.061
8.276000,0.0211,-0.0218,0.0671,0.074
8.281000,-0.0314,-0.0286,-0.0168,0.046
8.285000,-0.0617,-0.0562,0.0834,0.118
8.291000,0.0067,-0.0075,0.1367,0.137
8.296000,0.0322,0.0357,-0.0801,0.093
8.302000,0.0663,-0.0115,0.0222,0.071
8.305000,0.0615,-0.0519,0.0692,0.106
8.310000,0.0446,-0.0977,-0.0089,0.108
8.316000,-0.0354,-0.0813,0.0779,0.118
8.320000,-0.0172,-0.0161,0.0135,0.027
8.325000,-0.0342,-0.0647,-0.0237,0.077
8.335000,-0.0524,-0.0572,0.0930,0.121
8.336000,-0.0274,-0.0262,0.0700,0.080
8.340000,-0.0429,-0.0410,0.0294,0.066
8.370000,-0.0623,-0.0230,0.0199,0.069
8.372000,-0.0983,-0.0226,0.1215,0.158
8.372000,-0.1599,-0.0110,0.0695,0.175
8.373000,-0.1040,-0.0175,-0.0089,0.106
8.374000,-0.0423,-0.0030,-0.0089,0.043
8.375000,0.0305,-0.0055,0.0504,0.059
8.375000,0.0392,-0.0124,0.0754,0.086
8.379000,0.0550,-0.0163,0.0251,0.063
8.385000,-0.0029,-0.0265,-0.0022,0.027
8.389000,-0.0182,-0.0147,-0.0253,0.034
8.396000,-0.0866,0.0134,0.1442,0.169
8.399000,-0.0485,0.0071,0.0955,0.107
8.404000,-0.0052,-0.0123,0.0184,0.023
8.409000,-0.0235,-0.0057,0.0628,0.067
8.415000,0.0227,0.0085,0.0283,0.037
8.419000,0.0592,0.0188,0.0008,0.062
8.424000,0.0453,0.0255,0.0580,0.078
8.430000,0.0609,0.0016,-0.0004,0.061
8.434000,0.0763,0.0073,0.0102,0.077
8.439000,0.0626,0.0481,0.1248,0.148
8.445000,0.0294,0.0390,-0.0432,0.065
8.448000,0.0543,0.0182,-0.0485,0.075
8.454000,0.0932,-0.0175,0.1109,0.146
8.458000,0.0945,-0.0305,0.0097,0.100
8.464000,0.0846,-0.0357,-0.0136,0.093
8.469000,0.0699,-0.0561,0.0499,0.103
8.473000,0.0353,-0.0254,0.0513,0.067
8.487000,0.0230,-0.0346,0.0726,0.084
8.488000,0.0209,-0.0677,0.0196,0.074
8.491000,0.0404,-0.0707,0.0143,0.083
8.532000,0.0725,-0.0568,0.0554,0.107
8.533000,0.0536,-0.0314,0.0197,0.065
8.534000,0.0099,-0.0189,0.0090,0.023
8.535000,-0.0332,-0.0179,0.0686,0.078
8.535000,-0.0664,-0.0170,0.0344,0.077
8.535000,-0.0809,0.0238,0.0679,0.108
8.536000,-0.0924,0.0491,0.1174,0.157
8.536000,-0.0729,0.0344,-0.0083,0.081
8.538000,-0.0163,0.0193,0.0682,0.073
8.543000,0.0270,-0.0241,0.0373,0.052
8.549000,0.0250,-0.0468,-0.0669,0.085
8.552000,0.0055,-0.0405,0.0336,0.053
8.557000,-0.0521,-0.0115,-0.0376,0.065
8.563000,-0.0584,-0.0376,0.0703,0.099
8.567000,-0.0721,-0.0198,0.0320,0.081
8.572000,-0.0860,-0.0502,0.0202,0.102
8.578000,-0.0808,-0.0195,0.1001,0.130
8.582000,-0.0400,-0.0193,-0.0302,0.054
8.586000,-0.0288,-0.0166,0.0813,0.088
8.593000,0.0161,-0.0164,0.0661,0.070
8.599000,0.0501,-0.0103,-0.0188,0.054
8.602000,0.0451,-0.0154,0.0796,0.093
8.607000,0.0791,-0.0402,0.1081,0.140
8.615000,0.1426,-0.0167,-0.1053,0.178
8.617000,0.0766,-0.0505,0.1323,0.161
8.624000,0.1028,-0.0806,0.0980,0.163
8.646000,0.0468,-0.0578,-0.0886,0.116
8.648000,0.0164,-0.0558,0.1588,0.169
8.648000,0.0455,-0.0565,0.0669,0.099
8.649000,-0.0017,-0.0770,0.0390,0.086
8.649000,0.0224,-0.0309,-0.0107,0.040
8.651000,0.0152,-0.0861,0.1323,0.159
8.657000,0.0220,-0.0147,-0.1219,0.125
8.661000,-0.0156,-0.0130,0.0616,0.065
8.666000,0.0583,-0.0314,0.0695,0.096
8.670000,0.0398,0.0241,-0.0379,0.060
8.677000,0.0151,0.0024,0.0373,0.040
8.681000,0.0359,0.0184,0.1383,0.144
8.685000,0.0509,0.0332,-0.0607,0.086
8.691000,0.0193,-0.0398,0.1085,0.117
8.697000,-0.0053,-0.0287,0.0690,0.075
8.701000,-0.0060,-0.0331,-0.0596,0.068
8.707000,-0.0726,-0.0570,-0.0426,0.102
8.711000,-0.1016,-0.0235,0.0203,0.106
8.716000,-0.1069,-0.0266,0.0930,0.144
8.721000,-0.1469,0.0636,-0.1045,0.191
8.726000,-0.0678,0.0903,0.0747,0.135
8.732000,-0.0702,0.0598,0.1250,0.155
8.738000,-0.0292,0.0910,0.0279,0.100
8.739000,-0.0264,0.0767,0.0211,0.084
8.748000,0.0120,0.0100,0.2104,0.211
8.751000,0.0477,0.0077,0.0345,0.059
8.756000,0.1010,-0.0142,0.0000,0.102
8.778000,0.1494,-0.0232,0.0657,0.165
8.781000,0.1548,-0.0899,-0.0233,0.181
8.781000,0.1214,-0.0796,-0.0076,0.145
8.782000,0.0393,-0.0608,0.0697,0.101
8.783000,0.0098,-0.0302,-0.0439,0.054
8.784000,-0.0394,-0.0575,0.0498,0.086
8.790000,-0.0441,-0.0396,0.1368,0.149
8.794000,-0.0259,-0.0644,-0.0079,0.070
8.799000,0.0659,-0.0527,0.0646,0.106
8.805000,0.0721,-0.0641,0.0140,0.097
8.810000,0.0900,-0.1034,0.0276,0.140
8.814000,0.0119,-0.0916,0.0369,0.099
8.819000,-0.0308,-0.0675,-0.0823,0.111
8.824000,-0.0587,-0.0498,0.0686,0.103
8.829000,-0.0884,-0.0804,0.0814,0.145
8.833000,-0.0893,-0.0675,-0.0356,0.117
8.840000,-0.0754,-0.0337,0.0719,0.110
8.844000,-0.0526,-0.0085,0.0705,0.088
8.849000,-0.0602,0.0023,0.0558,0.082
8.854000,-0.0672,0.0094,0.0619,0.092
8.860000,-0.0024,-0.0021,0.0102,0.011
8.864000,-0.0111,0.0105,0.0127,0.020
8.868000,0.0397,-0.0127,0.0653,0.078
8.873000,0.0645,-0.0364,0.0728,0.104
8.879000,0.0947,-0.0260,0.0032,0.098
8.883000,0.1039,-0.0123,-0.0264,0.108
8.890000,0.1047,0.0063,0.0227,0.107
8.897000,0.0992,-0.0051,0.0010,0.099
8.900000,0.0669,-0.0011,-0.0194,0.070
8.903000,0.0258,0.0044,-0.0040,0.026
8.936000,-0.0267,0.0088,0.1093,0.113
8.937000,-0.0043,0.0295,0.0553,0.063
8.938000,0.0209,0.0389,0.0439,0.062
8.939000,0.0264,0.0334,0.0992,0.108
8.939000,0.0533,0.0386,-0.0009,0.066
8.939000,0.0631,0.0457,0.0198,0.080
8.940000,0.0532,0.0430,0.0260,0.073
8.945000,0.0214,0.0634,0.0067,0.067
8.949000,-0.0173,0.0578,0.0699,0.092
8.952000,-0.0456,0.0414,0.0623,0.088
8.959000,-0.0411,0.0016,0.0481,0.063
8.963000,-0.0305,-0.0338,0.0603,0.076
8.967000,-0.0003,-0.0353,0.0472,0.059
8.973000,0.0108,-0.0480,0.0475,0.068
8.978000,0.0141,-0.0397,0.0162,0.045
8.983000,0.0160,-0.0213,0.0145,0.030
8.989000,-0.0115,-0.0337,0.0325,0.048
8.998000,-0.0021,-0.0595,0.0827,0.102
9.002000,-0.0093,-0.0623,0.0065,0.063
9.006000,0.0068,-0.0216,-0.0769,0.080
9.017000,0.0094,-0.0300,0.1704,0.173
9.018000,0.0160,-0.0252,0.0086,0.031
9.024000,-0.0042,-0.0092,-0.0250,0.027
9.051000,0.0239,-0.0395,0.1748,0.181
9.052000,-0.0330,-0.0237,0.0506,0.065
9.053000,-0.0088,-0.0456,0.0615,0.077
9.053000,0.0059,-0.0488,0.0477,0.068
9.054000,0.0209,-0.0485,-0.0378,0.065
9.054000,0.0127,-0.0713,0.0033,0.072
9.056000,0.0369,-0.0710,0.0211,0.083
9.062000,0.0088,-0.0058,-0.0208,0.023
9.067000,0.0054,0.0129,0.1061,0.107
9.071000,-0.0115,0.0661,-0.0306,0.074
9.077000,-0.0358,0.0528,-0.0064,0.064
9.081000,-0.0991,0.0424,0.1551,0.189
9.087000,-0.1042,0.0375,-0.0224,0.113
9.092000,-0.0663,0.0246,0.0140,0.072
9.096000,-0.0186,0.0791,0.0173,0.083
9.101000,0.0298,0.0561,0.0977,0.116
9.105000,0.0741,0.1007,-0.1020,0.161
9.111000,0.0499,0.0022,0.0781,0.093
9.116000,0.0673,0.0222,0.0420,0.082
9.122000,0.0351,0.0176,0.0300,0.049
9.128000,0.0973,-0.0404,0.0296,0.109
9.131000,0.0502,-0.0544,0.0828,0.111
9.135000,0.1134,-0.0417,0.0511,0.131
9.159000,0.0724,-0.0137,0.0033,0.074
9.162000,0.1021,0.0198,0.1341,0.170
9.162000,0.0893,0.0303,0.0236,0.097
9.162000,0.1123,0.0258,-0.0787,0.139
9.162000,0.0366,0.0256,0.1713,0.177
9.166000,0.0504,0.0110,-0.0659,0.084
9.172000,0.0446,-0.0273,0.0303,0.060
9.176000,-0.0176,-0.0259,0.0790,0.085
9.181000,-0.0442,-0.1555,0.1259,0.205
9.185000,-0.0108,-0.1246,-0.1121,0.168
9.192000,-0.0808,-0.1546,0.0293,0.177
9.196000,-0.0325,-0.2004,0.0874,0.221
9.200000,-0.0491,-0.2166,-0.0769,0.235
9.206000,-0.0284,-0.2496,0.1451,0.290
9.210000,0.0392,-0.2204,-0.1996,0.300
9.215000,-0.0182,-0.1487,0.0692,0.165
9.221000,-0.0386,-0.0886,0.1285,0.161
9.225000,-0.0963,-0.0421,-0.0544,0.118
9.231000,-0.1083,0.0421,-0.0269,0.119
9.235000,-0.0604,0.0609,0.1810,0.200
9.242000,-0.0587,0.1142,-0.0790,0.151
9.245000,-0.0021,0.0847,0.0078,0.085
9.249000,0.0473,0.0111,0.1902,0.196
9.255000,0.0985,-0.0404,-0.0680,0.126
9.264000,0.1308,-0.0647,0.0673,0.161
9.266000,0.1060,-0.0751,0.0146,0.131
9.270000,0.0654,-0.0520,-0.0218,0.086
9.302000,0.1125,-0.0657,0.0295,0.134
9.304000,0.0569,-0.0342,0.0418,0.078
9.304000,0.0218,-0.0190,0.0825,0.087
9.305000,-0.0131,-0.0010,0.0329,0.035
9.305000,-0.0181,0.0619,-0.0383,0.075
9.306000,0.0212,0.0508,0.1572,0.167
9.307000,0.0589,0.0599,-0.0021,0.084
9.309000,0.0816,0.0966,-0.0203,0.128
9.314000,0.0268,0.0786,0.1547,0.176
9.319000,-0.0002,0.0393,-0.0391,0.055
9.326000,-0.0086,-0.0275,0.0339,0.044
9.329000,-0.0747,-0.0512,0.1140,0.146
9.333000,-0.0912,-0.0803,-0.0345,0.126
9.339000,-0.0957,-0.0947,-0.0465,0.142
9.344000,-0.1093,-0.0539,0.0574,0.135
9.349000,-0.1102,-0.0192,0.0026,0.112
9.353000,-0.0653,0.0143,-0.0232,0.071
9.363000,-0.0193,0.0253,0.1084,0.113
9.364000,-0.0317,0.0316,0.0546,0.071
9.371000,-0.0003,0.0093,-0.0706,0.071
9.398000,0.0513,-0.0099,0.0283,0.059
9.399000,0.0767,-0.0074,0.0909,0.119
9.400000,0.0560,-0.0068,-0.0342,0.066
9.401000,0.0290,-0.0104,-0.0337,0.046
9.401000,-0.0120,-0.0201,0.0534,0.058
9.402000,-0.0400,-0.0183,0.0097,0.045
9.403000,-0.0356,-0.0398,-0.0009,0.053
9.408000,0.0061,-0.0545,0.0672,0.087
9.413000,-0.0172,-0.0426,0.0185,0.050
9.418000,-0.0341,-0.0462,-0.0211,0.061
9.424000,-0.0012,-0.0251,0.0569,0.062
9.428000,0.0308,0.0016,-0.0113,0.033
9.432000,0.0281,0.0185,-0.0030,0.034
9.439000,0.0444,0.0650,0.0362,0.087
9.443000,0.0828,0.0732,0.0189,0.112
9.447000,0.0998,0.0519,0.0482,0.122
9.459000,0.0789,0.0720,0.0832,0.135
9.465000,0.0679,0.0626,0.0671,0.114
9.467000,0.0412,0.0208,0.0883,0.100
9.472000,0.0168,-0.0166,0.0486,0.054
9.479000,0.0446,-0.0571,0.0233,0.076
9.482000,0.0599,-0.0809,0.0348,0.106
9.488000,0.0397,-0.1023,0.0998,0.148
9.499000,0.0380,-0.0549,-0.0078,0.067
9.501000,0.0372,-0.0573,0.0324,0.076
9.502000,0.0253,-0.0279,0.0715,0.081
9.533000,0.0571,-0.0426,-0.0237,0.075
9.535000,0.0329,-0.0308,0.0777,0.090
9.535000,-0.0081,-0.0460,0.0950,0.106
9.536000,-0.0244,-0.0600,0.0312,0.072
9.537000,0.0076,-0.0396,0.0456,0.061
9.537000,0.0359,-0.0489,0.0575,0.084
9.538000,-0.0023,-0.0724,0.0274,0.077
9.542000,-0.0478,-0.0810,0.0281,0.098
9.547000,-0.0594,-0.0458,0.0577,0.095
9.551000,-0.0481,-0.0225,0.0431,0.068
9.558000,-0.0418,-0.0032,0.0434,0.060
9.562000,-0.0328,-0.0212,-0.0721,0.082
9.566000,-0.0020,0.0095,0.0571,0.058
9.571000,-0.0107,-0.0453,0.0776,0.091
9.576000,-0.0082,-0.0140,-0.0990,0.100
9.581000,-0.0511,-0.0052,0.1559,0.164
9.587000,-0.0905,-0.0312,0.0153,0.097
9.597000,-0.0491,-0.0469,-0.0302,0.074
9.598000,-0.0368,-0.0704,0.0848,0.116
9.602000,-0.0360,-0.0124,0.0965,0.104
9.605000,-0.0311,-0.0094,-0.0279,0.043
9.625000,0.0720,-0.0139,-0.0092,0.074
9.626000,0.0464,-0.0282,0.1377,0.148
9.627000,0.0364,-0.0333,-0.1275,0.137
9.627000,0.0743,-0.0243,0.1201,0.143
9.630000,0.0137,-0.0672,0.0440,0.081
9.637000,0.0681,-0.0721,0.0405,0.107
9.641000,0.0007,-0.0760,0.0830,0.113
9.646000,0.0579,-0.0576,0.0874,0.120
9.650000,0.0930,-0.0585,-0.0707,0.131
9.655000,0.0777,-0.0681,0.1337,0.169
9.660000,0.1075,-0.0217,-0.0500,0.121
9.665000,0.0465,-0.0444,0.1123,0.129
9.671000,0.0477,-0.0083,-0.0109,0.050
9.675000,0.0242,0.0029,0.0302,0.039
9.680000,0.0369,-0.0062,0.1482,0.153
9.686000,0.0183,0.0153,-0.0459,0.052
9.691000,0.0849,-0.0061,0.0435,0.096
9.696000,0.0761,-0.0094,0.1364,0.156
9.700000,0.0204,-0.0103,-0.0649,0.069
9.704000,0.0760,-0.0394,0.0475,0.098
9.711000,0.0324,-0.0695,0.0871,0.116
9.715000,-0.0170,-0.0830,-0.0068,0.085
9.721000,-0.0774,-0.0295,-0.0289,0.088
9.728000,-0.0877,-0.0251,0.0675,0.114
9.729000,-0.0875,-0.0045,0.0376,0.095
9.734000,-0.1008,0.0140,0.0128,0.103
9.768000,-0.1104,0.0091,0.0637,0.128
9.769000,-0.1135,-0.0040,0.0794,0.139
9.770000,-0.0924,0.0168,0.0111,0.095
9.770000,-0.0691,0.0436,0.0583,0.100
9.771000,-0.0521,0.0095,0.1010,0.114
9.771000,0.0233,0.0268,-0.0148,0.038
9.772000,0.0745,0.0121,-0.0136,0.077
9.777000,0.1169,0.0010,0.0425,0.124
9.779000,0.0993,-0.0248,-0.0357,0.108
9.783000,0.0838,-0.0437,0.0636,0.114
9.790000,0.0270,-0.0596,0.0466,0.080
9.794000,-0.0036,-0.0545,0.0137,0.056
9.798000,-0.0035,0.0029,0.0773,0.077
9.803000,0.0227,-0.0027,0.0588,0.063
9.808000,0.0836,-0.0142,-0.0040,0.085
9.813000,0.0820,-0.0057,0.0800,0.115
9.818000,0.1110,-0.0241,0.0220,0.116
9.824000,0.0931,-0.0614,-0.0770,0.136
9.829000,0.0464,-0.0839,0.0320,0.101
9.833000,0.0188,-0.0918,0.1398,0.168
9.838000,-0.0254,-0.1054,0.0027,0.108
9.845000,-0.0377,-0.1021,0.0723,0.131
9.848000,-0.0249,-0.0611,0.1140,0.132
9.853000,-0.0345,-0.0176,-0.0459,0.060
9.861000,-0.0299,-0.0187,-0.0137,0.038
9.863000,-0.0398,-0.0344,0.0867,0.101
9.868000,-0.0208,-0.0016,-0.0026,0.021
9.896000,-0.0041,0.0016,0.0059,0.007
9.898000,-0.0165,-0.0264,0.0412,0.052
9.899000,-0.0365,-0.0347,0.0202,0.054
9.899000,-0.0105,-0.0236,0.0035,0.026
9.900000,-0.0186,0.0016,0.0200,0.027
9.901000,-0.0274,-0.0359,0.0916,0.102
9.903000,-0.0209,-0.0179,-0.0751,0.080
9.912000,-0.0258,-0.0405,0.0252,0.054
9.917000,-0.0430,-0.0389,0.1102,0.125
9.924000,-0.0577,-0.0321,0.0234,0.070
9.928000,-0.0799,-0.0357,0.0515,0.102
9.932000,-0.0896,-0.0533,0.1146,0.155
9.938000,-0.0668,0.0156,-0.0133,0.070
9.943000,-0.0065,0.0124,0.0557,0.057
9.947000,0.0359,-0.0047,0.1059,0.112
9.957000,0.0273,0.0192,-0.0558,0.065
9.958000,0.0376,0.0113,-0.0214,0.045
9.962000,0.0619,0.0328,0.1142,0.134
9.967000,0.0467,0.0287,0.0636,0.084
9.971000,0.0467,0.0093,0.0745,0.088
9.978000,0.0824,0.0010,-0.0159,0.084
9.981000,0.0885,-0.0112,0.1026,0.136
9.987000,0.0875,-0.0600,0.0841,0.135
9.998000,0.0450,0.0125,-0.0432,0.064
9.999000,0.0385,-0.0679,0.1432,0.163
10.002000,0.0472,-0.0360,-0.0401,0.072
10.042000,0.0088,-0.0241,-0.0620,0.067
10.044000,0.0577,-0.0159,0.1176,0.132
10.045000,0.0189,-0.0228,-0.0268,0.040
10.046000,0.0272,-0.0286,0.0349,0.053
10.047000,0.0256,-0.0040,0.1499,0.152
10.047000,0.0163,0.0249,-0.0873,0.092
10.048000,-0.0150,0.0019,0.0279,0.032
10.049000,-0.0357,-0.0140,0.1183,0.124
10.049000,-0.0551,-0.0241,-0.0465,0.076
10.051000,0.0328,-0.0650,0.0147,0.074
10.060000,-0.0104,-0.0768,0.0970,0.124
10.062000,-0.0089,-0.1048,-0.0355,0.111
10.065000,-0.0041,-0.0784,-0.0235,0.082
10.074000,0.0055,-0.0304,0.0613,0.069
10.078000,-0.0179,-0.0103,-0.0360,0.041
10.080000,0.0105,-0.0675,0.0822,0.107
10.086000,-0.0614,-0.0153,-0.0688,0.094
10.091000,-0.0808,-0.0575,0.1463,0.177
10.095000,-0.0977,-0.0328,-0.0110,0.104
10.100000,-0.0380,0.0031,0.0639,0.074
10.111000,-0.0467,-0.0252,0.0734,0.091
10.113000,0.0440,-0.0367,-0.0083,0.058
10.116000,0.0418,-0.0079,-0.0677,0.080
10.145000,0.0135,-0.0344,0.0314,0.049
10.146000,-0.0095,0.0092,0.0531,0.055
10.147000,-0.0598,-0.0331,0.0916,0.114
10.148000,-0.0412,-0.0240,0.0771,0.091
10.148000,-0.0038,-0.0204,0.0103,0.023
10.148000,-0.0372,-0.0246,0.0676,0.081
10.151000,-0.0335,-0.0181,0.0288,0.048
10.156000,-0.0084,0.0130,-0.0099,0.018
10.160000,0.0248,-0.0200,-0.0107,0.034
10.164000,0.0666,-0.0403,0.0996,0.126
10.170000,0.0670,-0.0201,-0.0450,0.083
10.175000,0.1008,-0.0117,0.1036,0.145
10.180000,0.0836,-0.0453,0.0688,0.117
10.185000,0.0413,-0.0032,-0.0559,0.070
10.190000,0.0477,0.0272,0.0453,0.071
10.194000,0.0191,-0.0033,0.0394,0.044
10.199000,0.0750,0.0091,0.0243,0.079
10.206000,0.0382,0.0065,0.0556,0.068
10.210000,0.0440,-0.0362,0.0454,0.073
10.214000,0.0513,-0.0486,0.0967,0.120
10.219000,0.0106,-0.0715,0.0832,0.110
10.225000,-0.0075,-0.0252,-0.0684,0.073
10.229000,-0.0422,-0.0526,0.0233,0.071
10.234000,-0.0405,-0.0462,0.0289,0.068
10.250000,-0.0399,-0.0210,-0.0928,0.103
10.252000,-0.0411,-0.0179,0.1331,0.140
10.252000,-0.0891,0.0221,0.0053,0.092
10.294000,-0.0510,0.0270,-0.0279,0.064
10.295000,-0.0387,0.0001,0.1264,0.132
10.296000,-0.0515,0.0153,-0.0224,0.058
10.297000,0.0205,0.0087,-0.0366,0.043
10.297000,0.0846,-0.0336,0.1593,0.183
10.297000,0.0726,-0.0211,-0.0848,0.114
10.298000,0.0621,-0.0389,-0.0286,0.079
10.298000,0.0533,-0.0532,0.0971,0.123
10.299000,0.0232,-0.0283,0.0081,0.037
10.300000,0.0201,-0.0456,0.0472,0.069
10.304000,-0.0076,-0.0320,0.1083,0.113
10.311000,-0.0108,0.0045,0.0538,0.055
10.313000,0.0399,0.0041,0.0015,0.040
10.318000,0.0836,0.0126,0.0225,0.087
10.323000,0.1217,-0.0050,0.1145,0.167
10.329000,0.1403,0.0183,-0.0418,0.148
10.333000,0.0889,0.0320,-0.0151,0.096
10.339000,0.0253,-0.0255,0.1065,0.112
10.343000,-0.0114,-0.0788,-0.0655,0.103
10.347000,-0.0589,-0.1124,-0.0109,0.127
10.352000,-0.0777,-0.0603,0.0234,0.101
10.358000,-0.0553,-0.0430,0.0820,0.108
10.362000,-0.0482,-0.0164,-0.0254,0.057
10.377000,-0.0279,0.0151,0.0269,0.042
10.378000,-0.0013,0.0155,0.1085,0.110
10.383000,-0.0255,0.0203,-0.0262,0.042
10.426000,-0.0232,0.0234,0.0130,0.035
10.427000,-0.0328,0.0139,0.1164,0.122
10.428000,-0.0259,-0.0040,-0.0696,0.074
10.429000,-0.0150,0.0034,-0.0735,0.075
10.429000,-0.0370,0.0128,0.1162,0.123
10.430000,-0.0469,-0.0234,-0.0139,0.054
10.431000,0.0159,-0.0071,-0.0412,0.045
10.432000,-0.0099,-0.0163,0.1467,0.148
10.432000,0.0191,-0.0094,-0.0441,0.049
10.433000,0.0093,-0.0299,0.0500,0.059
10.439000,-0.0207,-0.0343,0.0067,0.041
10.442000,-0.0199,-0.0481,0.0369,0.064
10.446000,0.0202,-0.0598,0.1258,0.141
10.451000,0.0494,-0.0349,-0.0631,0.087
10.457000,0.0696,-0.0322,0.0108,0.077
10.461000,0.0299,-0.0051,0.0472,0.056
10.466000,0.0407,0.0408,-0.0072,0.058
10.479000,0.0569,0.0325,0.0913,0.112
10.480000,0.0592,0.0254,0.0618,0.089
10.482000,0.0133,0.0370,0.0078,0.040
10.517000,0.0950,0.0303,0.0558,0.114
10.519000,0.0985,-0.0094,0.0462,0.109
10.519000,0.0631,-0.0746,0.1090,0.146
10.520000,0.1032,0.0151,-0.1204,0.159
10.520000,0.0719,-0.0378,0.1097,0.137
10.520000,0.0377,-0.0653,0.0721,0.104
10.521000,0.0128,-0.0398,-0.1631,0.168
10.521000,0.0209,-0.0154,0.1264,0.129
10.528000,-0.0018,0.0178,0.0425,0.046
10.531000,0.0444,0.0516,-0.1295,0.146
10.536000,-0.0351,-0.0046,0.2035,0.207
10.542000,-0.0310,-0.0101,-0.0038,0.033
10.545000,-0.0076,-0.0432,0.0336,0.055
10.551000,-0.0495,-0.0254,-0.0371,0.067
10.557000,-0.0211,-0.0815,0.1699,0.190
10.561000,-0.0101,-0.0760,-0.0647,0.100
10.565000,0.0249,-0.0574,0.0646,0.090
10.571000,-0.0007,-0.0498,0.0039,0.050
10.576000,0.0183,-0.0106,-0.0130,0.025
10.580000,-0.0197,-0.0240,0.0966,0.101
10.584000,-0.0060,-0.0239,0.0033,0.025
10.590000,-0.0432,-0.0297,0.0675,0.085
10.594000,-0.0622,-0.0695,0.0505,0.106
10.600000,-0.0402,-0.0221,-0.0270,0.053
10.608000,-0.0159,-0.0461,0.0673,0.083
10.610000,-0.0560,-0.0561,0.0315,0.085
10.614000,0.0202,-0.0009,0.0058,0.021
10.637000,0.0395,-0.0089,-0.0186,0.045
10.638000,0.0482,-0.0133,0.0678,0.084
10.639000,0.0105,-0.0366,-0.0052,0.038
10.640000,-0.0105,-0.0379,0.0765,0.086
10.641000,0.0062,0.0027,-0.0420,0.043
10.645000,-0.0227,-0.0336,0.1410,0.147
10.650000,-0.0241,-0.0018,-0.0216,0.032
10.654000,0.0294,0.0078,0.0451,0.054
10.659000,0.0025,0.0062,0.0070,0.010
10.663000,0.0300,-0.0275,0.0275,0.049
10.669000,0.0341,-0.0463,0.0577,0.082
10.674000,0.0327,-0.0425,0.0073,0.054
10.678000,0.0388,-0.0571,0.0065,0.069
10.683000,0.0344,-0.0355,0.0972,0.109
10.689000,0.0511,-0.0242,0.1098,0.124
10.693000,0.0302,0.0000,0.0329,0.045
10.699000,0.0287,0.0193,0.0611,0.070
10.704000,0.0197,0.0309,0.0841,0.092
10.708000,0.0288,0.0435,0.0213,0.056
10.714000,0.0778,0.0181,0.0410,0.090
10.718000,0.0615,-0.0377,0.0794,0.107
10.725000,-0.0056,-0.0365,-0.0306,0.048
10.728000,-0.0419,-0.0244,0.0285,0.056
10.734000,-0.0301,-0.0108,0.0440,0.054
10.743000,-0.0655,0.0007,-0.0535,0.085
10.744000,-0.0871,0.0002,-0.0333,0.093
10.751000,-0.0801,0.0515,0.1021,0.140
10.790000,-0.0485,0.0590,0.1114,0.135
10.791000,-0.0691,0.0072,0.0583,0.091
10.792000,-0.0500,-0.0172,0.0962,0.110
10.792000,-0.0232,-0.0367,0.0141,0.046
10.793000,0.0407,-0.0611,0.0168,0.075
10.793000,0.0614,-0.0522,0.1201,0.145
10.794000,0.0909,-0.0475,-0.0622,0.120
10.794000,0.0791,-0.0927,-0.0701,0.141
10.794000,0.0480,-0.0838,0.1570,0.184
10.798000,0.0249,-0.0347,0.0971,0.106
10.804000,0.0205,-0.0298,-0.0274,0.045
10.808000,-0.0032,-0.0350,0.0167,0.039
10.812000,0.0246,-0.0360,0.1406,0.147
10.817000,0.0899,0.0031,-0.0241,0.093
10.827000,0.1352,-0.0162,0.0484,0.144
10.833000,0.1176,-0.0126,0.1062,0.159
10.842000,0.0798,0.0047,-0.1061,0.133
10.844000,0.0349,-0.0081,0.0084,0.037
10.848000,-0.0473,-0.0498,0.0452,0.082
10.852000,-0.0690,-0.0737,0.0269,0.104
10.889000,-0.0610,-0.0598,-0.0584,0.104
10.891000,-0.0932,-0.0456,0.0386,0.111
10.891000,-0.0902,-0.0016,0.1036,0.137
10.891000,-0.0938,0.0182,0.0194,0.097
10.892000,-0.0379,0.0302,-0.0522,0.071
10.892000,-0.0664,0.0270,0.1199,0.140
10.893000,-0.0214,-0.0302,-0.0095,0.038
10.893000,-0.0495,-0.0218,-0.0267,0.060
10.897000,-0.0152,-0.0699,0.1173,0.137
10.905000,-0.0053,-0.0554,0.0595,0.081
10.908000,0.0130,-0.0320,-0.0961,0.102
10.911000,-0.0094,-0.0321,0.1441,0.148
10.917000,0.0356,-0.0016,0.0570,0.067
10.922000,0.0546,0.0210,-0.0791,0.098
10.926000,0.0440,0.0001,0.2202,0.225
10.934000,0.0870,-0.0290,0.1721,0.195
10.936000,0.1652,-0.0415,-0.0992,0.197
10.943000,0.1172,-0.0258,0.0471,0.129
10.947000,0.0154,-0.0320,0.0813,0.089
10.950000,-0.0048,-0.0374,0.0133,0.040
10.957000,0.0118,-0.0072,0.0319,0.035
10.962000,-0.0262,0.0049,0.0786,0.083
10.966000,-0.0117,0.0146,-0.0920,0.094
10.971000,-0.0241,0.0061,0.1306,0.133
10.975000,-0.0111,0.0331,0.1125,0.118
10.981000,-0.0336,0.0065,0.0415,0.054
10.991000,-0.0156,0.0102,-0.0639,0.067
10.992000,0.0321,-0.0419,0.0807,0.096
10.995000,-0.0250,-0.0042,0.0631,0.068
11.000000,-0.0295,-0.0514,-0.0233,0.064
11.022000,-0.0011,0.0046,-0.0423,0.043
